"nem";"kor";"isk.vegz";"lakhely";"csaladi.allapot";"ido.mobil.alk";"gyak.facebook";"gyak.messenger";"gyak.instagramm";"gyak.twitter";"gyak.snapchat";"gyak.viber";"gyak.youtube";"gyak.skype";"gyak.spotify";"gyak.bongeszo";"MirehasználodleggyakrabbanamobiltelefonodTöbbválaszismegjelö";"Hahasználodnyelvtanulásraamobiltelefonodmelyikalkalmazástalka";"Azérthasználokmobilalkamazásokatmert......kapcsolatottudoktar";"Azérthasználokmobilalkamazásokatmert......kapcsolatottudokt_A";"Azérthasználokmobilalkamazásokatmert......megkönnyítikatanu";"Azérthasználokmobilalkamazásokatmert......megkönnyítikakomm";"Azérthasználokmobilalkamazásokatmert......kikapcsolamindennap";"Azérthasználokmobilalkamazásokatmert......kiélhetemakreativi";"Azérthasználokmobilalkamazásokatmert......képeketésgondolat";"Azérthasználokmobilalkamazásokatmert......mertmásokishaszná";"Azérthasználokmobilalkamazásokatmert......könnyenhasznosinfo";"Mennyirejellemzõekrádazalábbiüzenetváltásiszokások.Hossz";"Mennyirejellemzõekrádazalábbiüzenetváltásiszokások.Rögt";"Mennyirejellemzõekrádazalábbiüzenetváltásiszokások.Azért";"Mennyirejellemzõekrádazalábbiüzenetváltásiszokások.Szoron";"Mennyirejellemzõekrádazalábbiüzenetváltásiszokások.Hüly";"Mennyirejellemzõekrádazalábbiüzenetváltásiszokások.Hangul";"Mennyirejellemzõekrádazalábbiüzenetváltásiszokások.Kezdem";"Mennyirejellemzõekrádazalábbiüzenetváltásiszokások.Társa";"Mennyirejellemzõekrádazalábbiüzenetváltásiszokások.Halehe";"Mennyirejellemzõekrádazalábbiüzenetváltásiszokások.Jobban";"Mennyirejellemzõekrádazalábbiüzenetváltásiszokások.Könny";"végzettség";"lak";"állapot";"Neme";"Idõ";"gyface";"gymes";"gyinsta";"gytwitter";"gysnapchat";"gyviber";"gyyoutube";"gyskype";"gyspotify";"gychrome";"kapcsolatbarátok";"kapcsolatpár";"könnyíttanulás";"könnyítkomm";"kikapcsol";"kreativitás";"képgondolatmegosztás";"másokis";"információszerzés";"üzenethosszúság";"Tárgyilagos";"Unalomellen";"Szorongás";"Bohóckodás";"Hangulatjelek";"Csoportbeszélgetéskezdés";"Magánbeszélgetéstársaságban";"Üzenetpreferencia";"Megnyílásüzenetben";"Üzenetvonzóembernek";"Üzenetvshívás";"Hasznössz";"Telefonál";"Közösségi";"Szöveges";"Infószerzõ";"Fénykép";"Játék";"Navigáció";"Nyelvtanulás"
"Nõ";51;"Fõiskola/Egyetem";"Falu";"Párkapcsolatban";"3-4 órát";"Naponta többször";"Naponta többször";"Ritkábban";"Soha";"Soha";"Hetente többször";"Naponta többször";"Hetente többször";"Soha";"Naponta többször";"Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Telefonos játékokra";NA;"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"3 - részben egyetértek";"5 - teljes mértékben egyetértek";"2 - néha jellemzõ";"5 - mindig jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"3 - általában jellemzõ";"5 - mindig jellemzõ";"3 - általában jellemzõ";"3 - általában jellemzõ";"5 - mindig jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";5;2;2;2;3;5;5;2;1;1;3;5;3;1;5;5;5;5;5;5;5;5;3;5;2;5;1;1;3;5;3;3;5;2;1;5;3;1;2;1;1;1;2;1;1
"Nõ";37;"Gimnázium/Szakközép iskola";"Falu";"Házas";"1-2 órát";"Naponta többször";"Naponta többször";"Soha";"Soha";"Soha";"Soha";"Hetente egyszer";"Naponta többször";"Soha";"Soha";"Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Fényképezésre";"Duolingo";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"1 - egyáltalán nem értek egyet";"3 - részben egyetértek";"3 - részben egyetértek";"1 - egyáltalán nem értek egyet";"3 - részben egyetértek";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";"2 - néha jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";4;2;3;2;2;5;5;1;1;1;1;2;5;1;1;5;5;5;5;1;3;3;1;3;1;1;1;1;1;2;1;2;2;1;1;2;3;2;1;2;1;2;1;1;1
"Nõ";58;"Gimnázium/Szakközép iskola";"Falu";"Házas";"1-2 órát";"Hetente többször";"Naponta egyszer";"Naponta egyszer";"Naponta egyszer";"Naponta egyszer";"Naponta egyszer";"Hetente többször";"Naponta egyszer";"Naponta egyszer";"Naponta egyszer";"Telefonálásra, Közösségi média használata (Facebook, Instagram stb.), Nyelvtanulás (Duolingo, Xeropan stb.)";NA;"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";4;2;3;2;2;3;4;4;4;4;4;3;4;4;4;5;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;3;2;1;1;1;1;1;1;2
"Nõ";20;"Gimnázium/Szakközép iskola";"Város";"Egyedülálló";"Több mint 4 órát";"Naponta többször";"Naponta többször";"Naponta többször";"Ritkábban";"Hetente többször";"Naponta többször";"Naponta többször";"Ritkábban";"Ritkábban";"Naponta többször";"Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngészõ, Google, Shazam stb.), Fényképezésre";NA;"5 - teljes mértékben egyetértek";"1 - egyáltalán nem értek egyet";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"4 - inkább egyetértek";"3 - részben egyetértek";"4 - inkább egyetértek";"3 - részben egyetértek";"5 - teljes mértékben egyetértek";"4 - gyakran jellemzõ";"2 - néha jellemzõ";"2 - néha jellemzõ";"2 - néha jellemzõ";"3 - általában jellemzõ";"5 - mindig jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";"3 - általában jellemzõ";"2 - néha jellemzõ";"2 - néha jellemzõ";4;3;1;2;5;5;5;5;2;3;5;5;2;2;5;5;1;5;5;4;3;4;3;5;4;2;2;2;3;5;2;1;3;2;2;3;5;2;1;2;2;2;1;1;1
"Nõ";21;"Gimnázium/Szakközép iskola";"Megyeszékhely";"Párkapcsolatban";"Több mint 4 órát";"Soha";"Naponta többször";"Naponta egyszer";"Ritkábban";"Soha";"Soha";"Naponta többször";"Ritkábban";"Soha";"Naponta többször";"Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngészõ, Google, Shazam stb.), Telefonos játékokra, Fényképezésre, Navigáció (GPS, Google Maps stb.)";NA;"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"4 - inkább egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"3 - részben egyetértek";"3 - részben egyetértek";"2 - inkább nem értek egyet";"5 - teljes mértékben egyetértek";"4 - gyakran jellemzõ";"4 - gyakran jellemzõ";"4 - gyakran jellemzõ";"2 - néha jellemzõ";"3 - általában jellemzõ";"3 - általában jellemzõ";"1 - egyáltalán nem jellemzõ";"3 - általában jellemzõ";"2 - néha jellemzõ";"2 - néha jellemzõ";"2 - néha jellemzõ";4;4;2;2;5;1;5;4;2;1;1;5;2;1;5;5;5;4;5;5;3;3;2;5;4;4;4;2;3;3;1;3;2;2;2;2;7;2;2;2;2;2;2;2;1
"Nõ";20;"Gimnázium/Szakközép iskola";"Megyeszékhely";"Párkapcsolatban";"Több mint 4 órát";"Naponta többször";"Naponta többször";"Naponta többször";"Soha";"Soha";"Ritkábban";"Naponta többször";"Soha";"Ritkábban";"Soha";"Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngészõ, Google, Shazam stb.)";NA;"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"4 - inkább egyetértek";"2 - inkább nem értek egyet";"2 - inkább nem értek egyet";"1 - egyáltalán nem értek egyet";"5 - teljes mértékben egyetértek";"2 - néha jellemzõ";"5 - mindig jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";"4 - gyakran jellemzõ";"5 - mindig jellemzõ";"2 - néha jellemzõ";"3 - általában jellemzõ";"3 - általában jellemzõ";"4 - gyakran jellemzõ";"1 - egyáltalán nem jellemzõ";4;4;2;2;5;5;5;5;1;1;2;5;1;2;1;5;5;5;5;4;2;2;1;5;2;5;2;1;4;5;2;3;3;4;1;3;4;2;2;2;2;1;1;1;1
"Nõ";52;"Gimnázium/Szakközép iskola";"Falu";"Házas";"Kevesebb, mint 1 órát";"Hetente többször";"Soha";"Soha";"Soha";"Soha";"Soha";"Hetente többször";"Hetente többször";"Soha";"Hetente többször";"Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Nyelvtanulás (Duolingo, Xeropan stb.)";"Duolingo";"2 - inkább nem értek egyet";"2 - inkább nem értek egyet";"1 - egyáltalán nem értek egyet";"2 - inkább nem értek egyet";"1 - egyáltalán nem értek egyet";"1 - egyáltalán nem értek egyet";"3 - részben egyetértek";"2 - inkább nem értek egyet";"3 - részben egyetértek";"1 - egyáltalán nem jellemzõ";"3 - általában jellemzõ";"1 - egyáltalán nem jellemzõ";"3 - általában jellemzõ";"2 - néha jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";4;2;3;2;1;3;1;1;1;1;1;3;3;1;3;2;2;1;2;1;1;3;2;3;1;3;1;3;2;2;1;1;1;1;1;1;4;2;2;2;1;1;1;1;2
"Nõ";49;"Szakiskola/Szakmunkásképzõ";"Város";"Egyedülálló";"2-3 órát";"Naponta többször";"Naponta többször";"Soha";"Soha";"Soha";"Ritkábban";"Ritkábban";"Ritkábban";"Soha";"Soha";"Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngészõ, Google, Shazam stb.), Nyelvtanulás (Duolingo, Xeropan stb.)";NA;"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"1 - egyáltalán nem értek egyet";"3 - részben egyetértek";"3 - részben egyetértek";"3 - részben egyetértek";"2 - néha jellemzõ";"3 - általában jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"4 - gyakran jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";3;3;1;2;3;5;5;1;1;1;2;2;2;1;1;5;5;5;5;5;1;3;3;3;2;3;1;1;1;2;1;1;4;1;1;4;4;1;2;2;2;1;1;1;2
"Nõ";56;"Gimnázium/Szakközép iskola";"Város";"Házas";"Kevesebb, mint 1 órát";"Naponta többször";"Naponta többször";"Hetente többször";"Hetente többször";"Hetente többször";"Naponta többször";"Naponta többször";"Hetente többször";"Naponta egyszer";"Hetente többször";"Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Információszerzésre (Böngészõ, Google, Shazam stb.), Nyelvtanulás (Duolingo, Xeropan stb.), Telefonos játékokra, Fényképezésre";"5percangol";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"4 - inkább egyetértek";"5 - teljes mértékben egyetértek";"1 - egyáltalán nem jellemzõ";"3 - általában jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"2 - néha jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";4;3;3;2;1;5;5;3;3;3;5;5;3;4;3;5;5;5;5;5;5;5;4;5;1;3;1;1;2;2;1;2;1;2;1;1;6;2;1;2;2;2;1;1;2
"Nõ";21;"Gimnázium/Szakközép iskola";"Fõváros";"Párkapcsolatban";"2-3 órát";"Naponta többször";"Naponta többször";"Naponta többször";"Soha";"Naponta egyszer";"Soha";"Hetente többször";"Soha";"Soha";"Naponta többször";"Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngészõ, Google, Shazam stb.), Fényképezésre, Navigáció (GPS, Google Maps stb.)";NA;"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"1 - egyáltalán nem értek egyet";"2 - inkább nem értek egyet";"2 - inkább nem értek egyet";"4 - inkább egyetértek";"1 - egyáltalán nem értek egyet";"5 - teljes mértékben egyetértek";"5 - mindig jellemzõ";"5 - mindig jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"5 - mindig jellemzõ";"5 - mindig jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";4;5;2;2;3;5;5;5;1;4;1;3;1;1;5;5;5;5;1;2;2;4;1;5;5;5;1;1;5;5;2;1;2;1;1;2;6;2;2;2;2;2;1;2;1
"Nõ";59;"Fõiskola/Egyetem";"Megyeszékhely";"Házas";"Kevesebb, mint 1 órát";"Hetente többször";"Naponta többször";"Soha";"Soha";"Soha";"Naponta többször";"Ritkábban";"Ritkábban";"Soha";"Soha";"Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Információszerzésre (Böngészõ, Google, Shazam stb.)";NA;"3 - részben egyetértek";"3 - részben egyetértek";"2 - inkább nem értek egyet";"3 - részben egyetértek";"2 - inkább nem értek egyet";"2 - inkább nem értek egyet";"1 - egyáltalán nem értek egyet";"1 - egyáltalán nem értek egyet";"5 - teljes mértékben egyetértek";"1 - egyáltalán nem jellemzõ";"5 - mindig jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";5;4;3;2;1;3;5;1;1;1;5;2;2;1;1;3;3;2;3;2;2;1;1;5;1;5;1;1;1;2;1;1;1;1;1;1;3;2;1;2;2;1;1;1;1
"Nõ";51;"Gimnázium/Szakközép iskola";"Város";"Elvált";"Kevesebb, mint 1 órát";"Naponta többször";"Naponta többször";"Naponta többször";"Hetente többször";"Hetente többször";"Hetente többször";"Naponta többször";"Ritkábban";"Ritkábban";"Naponta többször";"Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Fényképezésre, Navigáció (GPS, Google Maps stb.)";NA;"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"4 - inkább egyetértek";"5 - teljes mértékben egyetértek";"4 - inkább egyetértek";"4 - inkább egyetértek";"5 - teljes mértékben egyetértek";"4 - inkább egyetértek";"5 - teljes mértékben egyetértek";"2 - néha jellemzõ";"3 - általában jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"4 - gyakran jellemzõ";"5 - mindig jellemzõ";"1 - egyáltalán nem jellemzõ";"5 - mindig jellemzõ";"1 - egyáltalán nem jellemzõ";"5 - mindig jellemzõ";"5 - mindig jellemzõ";4;3;4;2;1;5;5;5;3;3;3;5;2;2;5;5;5;4;5;4;4;5;4;5;2;3;1;1;4;5;1;5;1;5;5;1;5;2;2;2;1;2;1;2;1
"Nõ";57;"Szakiskola/Szakmunkásképzõ";"Megyeszékhely";"Elvált";"2-3 órát";"Naponta többször";"Naponta többször";"Hetente többször";"Soha";"Soha";"Soha";"Ritkábban";"Ritkábban";"Soha";"Soha";"Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngészõ, Google, Shazam stb.), Telefonos játékokra";"Nem használom tanulásra";"1 - egyáltalán nem értek egyet";"1 - egyáltalán nem értek egyet";"1 - egyáltalán nem értek egyet";"1 - egyáltalán nem értek egyet";"3 - részben egyetértek";"3 - részben egyetértek";"3 - részben egyetértek";"1 - egyáltalán nem értek egyet";"1 - egyáltalán nem értek egyet";"4 - gyakran jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"4 - gyakran jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"4 - gyakran jellemzõ";"1 - egyáltalán nem jellemzõ";"4 - gyakran jellemzõ";"4 - gyakran jellemzõ";3;4;4;2;3;5;5;3;1;1;1;2;2;1;1;1;1;1;1;3;3;3;1;1;4;1;1;1;4;1;1;4;1;4;4;1;5;2;2;2;2;1;2;1;1
"Nõ";31;"Fõiskola/Egyetem";"Város";"Házas";"Kevesebb, mint 1 órát";"Naponta többször";"Naponta többször";"Naponta egyszer";"Soha";"Soha";"Hetente többször";"Hetente egyszer";"Soha";"Naponta többször";"Soha";"Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Információszerzésre (Böngészõ, Google, Shazam stb.), Fényképezésre, Navigáció (GPS, Google Maps stb.)";NA;"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"2 - inkább nem értek egyet";"2 - inkább nem értek egyet";"5 - teljes mértékben egyetértek";"1 - egyáltalán nem értek egyet";"5 - teljes mértékben egyetértek";"2 - néha jellemzõ";"4 - gyakran jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"4 - gyakran jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";5;3;3;2;1;5;5;4;1;1;3;2;1;5;1;5;5;5;5;2;2;5;1;5;2;4;1;1;1;4;1;1;1;1;1;1;5;2;1;2;2;2;1;2;1
"Nõ";44;"Szakiskola/Szakmunkásképzõ";"Falu";"Házas";"3-4 órát";"Naponta többször";"Naponta többször";"Soha";"Soha";"Soha";"Naponta egyszer";"Hetente egyszer";"Soha";"Soha";"Soha";"Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Fényképezésre";"Német szótár";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"4 - inkább egyetértek";"5 - teljes mértékben egyetértek";"1 - egyáltalán nem értek egyet";"3 - részben egyetértek";"3 - részben egyetértek";"3 - részben egyetértek";"3 - részben egyetértek";"1 - egyáltalán nem jellemzõ";"4 - gyakran jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"3 - általában jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";3;2;3;2;3;5;5;1;1;1;4;2;1;1;1;5;5;4;5;1;3;3;3;3;1;4;1;1;1;3;1;1;1;1;1;1;3;2;1;2;1;2;1;1;1
"Nõ";20;"Gimnázium/Szakközép iskola";"Város";"Párkapcsolatban";"3-4 órát";"Hetente többször";"Naponta többször";"Naponta egyszer";"Soha";"Ritkábban";"Soha";"Hetente egyszer";"Ritkábban";"Naponta egyszer";"Naponta egyszer";"Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngészõ, Google, Shazam stb.), Fényképezésre";"5percangol";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"3 - részben egyetértek";"5 - teljes mértékben egyetértek";"2 - inkább nem értek egyet";"2 - inkább nem értek egyet";"3 - részben egyetértek";"3 - részben egyetértek";"2 - néha jellemzõ";"2 - néha jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";"4 - gyakran jellemzõ";"5 - mindig jellemzõ";"2 - néha jellemzõ";"2 - néha jellemzõ";"2 - néha jellemzõ";"2 - néha jellemzõ";"2 - néha jellemzõ";4;3;2;2;3;3;5;4;1;2;1;2;2;4;4;5;5;5;3;5;2;2;3;3;2;2;2;1;4;5;2;2;2;2;2;2;5;2;2;2;2;1;1;1;1
"Nõ";19;"Gimnázium/Szakközép iskola";"Város";"Egyedülálló";"Több mint 4 órát";"Naponta egyszer";"Naponta többször";"Naponta többször";"Ritkábban";"Hetente többször";"Soha";"Naponta többször";"Ritkábban";"Soha";"Naponta egyszer";"Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Navigáció (GPS, Google Maps stb.)";NA;"5 - teljes mértékben egyetértek";"4 - inkább egyetértek";"4 - inkább egyetértek";"3 - részben egyetértek";"2 - inkább nem értek egyet";"2 - inkább nem értek egyet";"3 - részben egyetértek";"3 - részben egyetértek";"4 - inkább egyetértek";"5 - mindig jellemzõ";"3 - általában jellemzõ";"1 - egyáltalán nem jellemzõ";"3 - általában jellemzõ";"2 - néha jellemzõ";"5 - mindig jellemzõ";"3 - általában jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"2 - néha jellemzõ";4;3;1;2;5;4;5;5;2;3;1;5;2;1;4;5;4;4;3;2;2;3;3;4;5;3;1;3;2;5;3;2;1;1;2;1;4;2;2;2;1;1;1;2;1
"Nõ";29;"Fõiskola/Egyetem";"Falu";"Egyedülálló";"2-3 órát";"Naponta többször";"Naponta többször";"Hetente egyszer";"Soha";"Soha";"Soha";"Naponta többször";"Soha";"Soha";"Naponta többször";"Közösségi média használata (Facebook, Instagram stb.)";NA;"4 - inkább egyetértek";"1 - egyáltalán nem értek egyet";"4 - inkább egyetértek";"3 - részben egyetértek";"3 - részben egyetértek";"3 - részben egyetértek";"2 - inkább nem értek egyet";"2 - inkább nem értek egyet";"3 - részben egyetértek";"2 - néha jellemzõ";"4 - gyakran jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";"3 - általában jellemzõ";"3 - általában jellemzõ";"2 - néha jellemzõ";"2 - néha jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";5;2;1;2;3;5;5;2;1;1;1;5;1;1;5;4;1;4;3;3;3;2;2;3;2;4;2;1;3;3;2;2;2;1;1;2;1;1;2;1;1;1;1;1;1
"Nõ";22;"OKJ szakképzés";"Falu";"Párkapcsolatban";"Több mint 4 órát";"Naponta többször";"Naponta többször";"Naponta többször";"Soha";"Ritkábban";"Ritkábban";"Hetente többször";"Soha";"Soha";"Hetente többször";"Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngészõ, Google, Shazam stb.), Telefonos játékokra, Fényképezésre, Navigáció (GPS, Google Maps stb.)";NA;"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"3 - részben egyetértek";"4 - inkább egyetértek";"3 - részben egyetértek";"2 - inkább nem értek egyet";"3 - részben egyetértek";"2 - inkább nem értek egyet";"4 - inkább egyetértek";"4 - gyakran jellemzõ";"4 - gyakran jellemzõ";"3 - általában jellemzõ";"1 - egyáltalán nem jellemzõ";"5 - mindig jellemzõ";"5 - mindig jellemzõ";"2 - néha jellemzõ";"2 - néha jellemzõ";"3 - általában jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";NA;2;2;2;5;5;5;5;1;2;2;3;1;1;3;5;5;3;4;3;2;3;2;4;4;4;3;1;5;5;2;2;3;2;1;3;7;1;2;2;2;2;2;2;1
"Nõ";67;"Szakiskola/Szakmunkásképzõ";"Város";"Egyedülálló";"2-3 órát";"Naponta többször";"Naponta többször";"Soha";"Soha";"Soha";"Hetente többször";"Soha";"Hetente egyszer";"Soha";"Naponta többször";"Közösségi média használata (Facebook, Instagram stb.)";NA;"5 - teljes mértékben egyetértek";"1 - egyáltalán nem értek egyet";"1 - egyáltalán nem értek egyet";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"1 - egyáltalán nem értek egyet";"5 - teljes mértékben egyetértek";"1 - egyáltalán nem értek egyet";"5 - teljes mértékben egyetértek";"1 - egyáltalán nem jellemzõ";"3 - általában jellemzõ";"5 - mindig jellemzõ";"1 - egyáltalán nem jellemzõ";"4 - gyakran jellemzõ";"5 - mindig jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"5 - mindig jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";3;3;1;2;3;5;5;1;1;1;3;1;2;1;5;5;1;1;5;5;1;5;1;5;1;3;5;1;4;5;1;1;5;1;1;5;1;1;2;1;1;1;1;1;1
